Judul,Content,Category
Peringati HPN KB-TK Al Muslim Pamerkan Imajinasi Kuatnya Pesawatku,"SIDOARJO (RadarJatim.id) — Dalam memperingati HPN (Hari Penerbangan Nasional) 2023, sekaligus sebagai puncak Projek Kokurikuler Tema Imajinasi dan Kreativitasku dengan Topik ‘Kuatnya Pesawatku’. KB-TK Al Muslim Sidoarjo adakan kegiatan Pameran dan Presentasi Hasil Karya, pada hari Jumat (27/10/2023) pagi, di Hall Sekolah. Diikuti oleh 148 siswa, 21 ustadzah dan orang tua siswa. Projek yang dilaksanakan selama 15 hari ini melalui tiga tahapan, yakni tahap permulaan, tahap pengembangan, dan tahap penyempurnaan. Kegiatan tersebu merupakan salah satu implementasi pelaksanaan profil Critical and Creative Thinking, Managing and Collaboration, dan Communication. Kepala KB TK Al Muslim, Ustadzah Siti Aminah, M.Pd berharap projek tersebut dapat melatih daya imajinasi, kreativitas, kemampuan berpikir kritis, serta menumbuhkan keberanian dan rasa percaya diri siswa. “Kegiatan ini bertujuan untuk menstimulasi karakter mandiri, daya kreativitas, dan kerja sama siswa dalam menyelesaikan tugas membuat pesawat,” harapnya. Acara selanjutnya yakni sambutan oleh perwakilan BPKS KB TK (Bunda ananda Gendhis), doa penutup, dan diakhiri dengan salah satu puncak kegiatan yakni penerbangan pesawat kertas. Melihat antusiasme para siswa, Ustadzah Nur Fadhilah, M.Pd selaku PJ kegiatan menyampaikan, “Alhamdulillah anak-anak sangat mandiri dan kreatif dalam membuat aneka pesawat, ada dari plastisin, stik, dan botol. Tadi juga anak-anak menerbangkan pesawat ada yang ditiup, ada yang menggunakan launcher, dan ada yang diterbangkan sendiri,” sampainya. Tak berhenti di situ, kegiatan dilanjutkan dengan pameran dan presentasi hasil karya pesawat setiap siswa di depan kelasnya masing-masing. “Untuk presentasi Alhamdulillah rata-rata semuanya berani dan percaya diri untuk menceritakan hasil karyanya, walaupun masih ada beberapa anak yang malu. Namun, setelah dimotivasi oleh ustadzah dan orang tua yang hadir, akhirnya mau maju dan menampilkan hasil karyanya,” ucap Ustadzah Nur. Hal yang sama disampaikan oleh Bunda ananda Gendhis selaku perwakilan BPKS KB TK, “Saya sangat senang dengan projek kokurikuler dengan tema Kuatnya Pesawatku, yang mana melatih anak-anak untuk tampil percaya diri mempresentasikan hasil karya mereka di depan wali murid dan wali kelas mereka masing-masing. Saya harap kegiatan ini dapat menambah ilmu pengetahuan dan skill kreativitas anak-anak”, tuturnya. Dengan durasi kegiatan kurang lebih selama dua jam, para siswa tetap terlihat bersemangat dan bersenang-senang dalam bermain dengan hasil karyanya. “Aku senang sekali bisa membuat helikopter dari gelas. Kalau sudah besar, aku ingin membuat helicopter,” kata ananda Icha (TK B-2).(mad)",Pendidikan
Warga dan Wali Murid Kompak Doakan SMP Sepuluh Nopember Makin Sukses,"SIDOARJO (RadarJatim.id) — Kegiatan SMP Sepuluh Nopember Sidoarjo berbagi 323 paket Sembako mendapatkan respon yang luar biasa dari warga dan wali murid. Mereka mendoakan sekolah yang terletak di Desa Siwalanpanji Buduran Sidoarjo tersebut makin sukses dan makin berjaya hingga masa mendatang. Seperti yang diungkapkan Susi Susilowati (47) warga RT 10 RW 3 Desa Siwalanpanji, usai menerima bantuan paket Sembako mengaku sangat senang dan sangat terbantu sekali, bisa membantu meringankan kebutuhan sehari-hari. “Saya ucapkan terima kasih dan saya doakan SMP Sepuluh Nopember semakin baik dan semakin sukses. Jika sukses, saya harap bantuannya bisa berkelanjutan,” harap Susi Susilowati ibu rumah tangga dan bekerja ikut orang, pada Jumat (27/10/2023) pagi. Ucapan yang sama juga diberikan oleh Mariyatul Kibtiyah (52) warga setempat juga mengucapkan sangat berterima kasih sekali, dan juga mendoakan SMP Sepuluh Nopember. ‘Pun kulo akui Sepuluh Nopember sae temen, sae saestu sepak terjangipun. Saya walaupun tidak berpengalaman tapi bisa membedakan dan bisa merasakan,” ungkap Bu Kibtiyah hingga terharu, matanya berkaca-kaca. Sementara itu, Koordinator Kegiatan Irfan Wahyudi, S.Pd.I  menjelaskan kalau SMP Sepuluh Nopember lagi mengadakan kegiatan Spuber Berbagi, merupakan rangkaian dari Anniversary Sepuluh Nopember. Adapun yang dibagikan adalah paket Sembako dari donasi wali murid dan civitas Spuber, Alhamdulillah terkumpul sekitar 323 paket Sembako. “Hari ini, Jumat 27 Oktober 2023 akan kita bagikan kepada warga sekitar yang kurang mampu, juga kepada siswa-siswi yang membutuhkan,” jelas Irfan Wahyudi yang juga sebagai guru agama di SMP Sepuluh Nopember. Ia uraikan, yang 250 paket kita bagikan kepada warga Desa Siwalanpanji yang kerjasama dengan LAZISNU untuk pendataannya. “Sesuai dengan usulan wali murid, sisa akan kami bagikan kepada siswa-siswi yang membutuhkan,” urainya. Kepala SMP Sepuluh Nopember Sidoarjo Saiful Tulus Jatmika, S.Pd M.Pd juga menuturkan kegiatan ini juga melatih anak-anak agar memiliki jiwa sosial yang tinggi, empati peduli sesama, terutama bagi warga yang kurang mampu. “Sehingga karakter mereka akan peduli sesama bisa terwujud,” tutur Pak Tulus_sapaan akrabnya. Salah satu wali murid kelas 7, Erika warga Puri Sejahtera Buduran mengaku sangat mendukung apa yang telah dilakukan SMP Sepuluh Nopember. Karena kegiatan seperti ini sangat perlu sekali untuk mengajari anak-anak mendekatkan diri kepada masyarakat. “Apalagi masyarakat yang membutuhkan. Mudah-mudahan tiap tahun bisa dilakukan,” doa Erika. Senada, Siti Mubayanah warga Tebel Komplek AL Gedangan juga mengaku sangat mendukung sekali kegiatan berbagi sesama. Mengajari anak-anak itu tidak cukup dengan teori, tetapi praktik itu juga lebih penting. “Karena anak-anak akan melihat langsung kondisinya dan merasakan dampaknya. Semoga terus bisa dilanjutkan,” doa Siti Mubayanah.(mad)",Pendidikan
Al Falah Darussalam Merefresh Siswanya Dalam Takhassus Qur’an Camp,"SIDOARJO (RadarJatim.id) — Upaya meningkatkan siswanya dalam menghafal Al Qur’an agar lebih tenang dan menyegarkan suasananya. Al Falah Darussalam Waru Sidoarjo telah merefresh siswanya dalam Takhassus Qur’an Camp, pada (26-27/10/2023) di Villa Amanah Madinah Prigen Pasuruan. Takhassus Qur’an Camp adalah kegiatan tahunan untuk jenjang SD, SD ICP dan SMP, bagi siswa kelas Takhassus Qur’an. “Kelas Takhassus adalah kelompok siswa yang menghafal Qur’an dengan target lebih banyak daripada siswa lainnya,” tutur Kepala SD Al Falah Darussalam 2 Waru Sidoarjo Ustadzah Juniarti, S.Pd pada (27/10/2023) siang. “Tujuan adalah untuk memperoleh target menghafal meningkat dari sebelumnya. Sarana refresh  pikiran dalam menghafal Al Qur’an, sehingga anak didik semakin cinta Al Qur’an juga semakin rajin dalam murojaah,” jelasnya. Ia uraikan dalam kegiatan Takhassus Qur’an Camp ini anak-anak didik diajak untuk focus dalam menghafal Al Qur’an, sehingga kegiatannya hanya berisi menghafal Al Qur’an dan game saja, makanya kegiatannya memang diadakan di luar sekolah. “Tahun 2021 Takhassus Qur’an Camp diadakan Villa Kebun Krecek Nongko Jajar dengan jumlah peserta 22 anak, dan Tahun ini diadakan di Villa Amanah Madinah Prigen dengan Jumlah peserta 45,” urainya. Program Takhassus Qur’an ini mulai dilaksanakan dimulai pada tahun Pelajaran 2021-2022. “Adapun siswa yang bisa masuk dalam program Takhassus Qur’an ini adalah siswa yang lolos seleksi berdasarkan kriteria yang ditetapkan,” pungkas Ustadzah Juniarti. Adapun ustad-ustadzah pendampingnya adalah M. Alif Khan, Ahmad Haidar Mushoddaq, S.KM. Nur Azizah, Abdul Karim, Fatchur Rofiq S.Pd, Siska Tri wulandari, S.Pd dan Fathir Hanifa Husna, S.Ud.(mad)",Pendidikan
"Benahi Seluruh Aspek, SMP N  3 Candi Berhasil Raih Penghargaan Adiwiyata Mandiri","SIDOARJO (RadarJatim.id) — Untuk meraih prestasi yang tinggi itu tidak mudah, penuh perjuangan, kerja keras dan kerja sama tim yang solit. Termasuk juga membenahi seluruh aspek kekurangannya serta mempersiapkan SDM yang mumpuni. Hingga bisa mendapatkan penghargaan Adiwiyata Mandari 2023. Itulah yang dilakukan oleh SMP Negeri 3 Candi Sidoarjo. Prosesi penyerahan Piala dan Penghargaan Sekolah Adiwiyata Nasional dan Adiwiyata Mandiri tahun 2023  oleh Menteri Lingkungan Hidup dan Kehutanan Prof. Dr. Ir. Siti Nurbaya, M.Sc didampingi Dr. Praptono, M.Ed perwakilan dari Direktorat Jenderal Pendidikan Anak Usia Dini, Pendidikan Dasar, dan Pendidikan Menengah Kementerian Pendidikan, Kebudayaan, Riset, dan teknologi. Penghargaan ini diberikan kepada seluruh sekolah yang menerpakan GPBLHS (Gerakan Peduli dan Berbudaya Lingkungan Hidup di Sekolah) mulai dari Sekolah dan Madrasah se Indonesia. Kepala SMP Negeri 3 Candi, Sidoarjo Gufron, S.Pd M.Pd menuturkan panjang lebar terkait perjuangan keluarga besar sekolahnya untuk menuju Sekolah Adiwiyata Mandiri itu memang sudah cukup lama. Dimulai dari perjuangan beberapa Kepala Sekolah sebelumnya, yang sudah berusaha maksimal, sudah dimasukkan persyaratan-persyaratannya. Tetapi waktu itu masih belum berhasil dan nilainya sudah mencapai sekitar angka 98, namun juga masih gagal. “Nah, mulai tahun 2022 hingga sekarang ini, saya kumpulkan tim untuk mengevaluasi kegagalan itu apa, tolong diidentifikasi mana-mana yang perlu peningkatan, mana yang perlu ditambah, mana yang belum ada. Dengan Bu Agustuti Hasto Welas Asih,S.Pd selaku Waka Kurikulum dan selaku Ketua Tim dari Adiwiyata. Alhamdulillah tahun ini berhasil,” tutur Pak Gufron_sapaan akrabnya pada (27/10/2023) pagi. Lanjutnnya, ternyata banyak yang perlu diperbaiki, diantaranya RPP yang masih belum semuanya terintegrasi dengan sistem Adiwiyata dan yang lainnya. Dari temuan itu konsepnya kita perbaiki dengan dorongan dan motivasi dari kepala sekolah. “Ada tiga komponen, perencanaan, pelaksanaan, dan evaluasi, yang terdapat enam aspek. Mulai kebersihan sanitasi drainase, kemudian ada pengolahan sampah, penanaman tanaman pepohonan. Kemudian konservasi energi, konservasi air dan inovasi,” jelasnya. Tapi menurutnya yang paling penting bahwa Adiwiata itu sebenarnya bukan lomba. Adalah sebuah perilaku kehidupan dalam sekolah ini sehingga diberi penghargaan oleh pemerintah. Karena perilakunya yang selalu memperhatikan lingkungan sekolah dan lingkungan sekitarnya. “Termasuk peran komite sekolah yang kebetulan Ketua RW, sehingga punya peran yang sangat strategis,” kata mantan guru SMP Negeri 4 Sidoarjo. Waka Kurikulum SMPN 3 Candi, Agustuti Hasto Welas Asih juga menambahkan, selain para guru yang menjadi ketua tim, juga melibatkan para kader-kader siswa 20 persen dari jumlah siswa seluruhnya. “Dan kader itu dibina oleh kader-kader yang senior masing-masing Pokja. Karena masing-masing Pokja juga ada tanggung jawabnya. “Luas lahan sekolah kita sekitar  6.000 meter persegi. Penghijauannya sudah tertanam pepohonan secara merata dengan memanfaatkan semua lahan yang tersedia, diantaranya adanya greenhouse, vertikultur, hidroponik. Bahkan  kami juga menanam ubi menggunakan karung yang sudah beberapa kali dipanen, juga terdapat kolam ikan lele,” tambah Bu Agustuti_sapaan sehari-harinya.(mad)",Pendidikan
Siswa SMPIT Insan Kamil Lakukan Bakti Karya di Dusun Kalialo Kupang Jabon,"SIDOARJO (RadarJatim.id) — Selama tiga hari, tepatnya tanggal 24-26 Oktober 2023. Sebanyak 107 siswa-siswi SMP Islam Terpadu Insan Kamil Sekardangan, Sidoarjo semangat mengikuti Bakti Karya, Life In di daerah pinggiran, yakni Dusun Kalialo Kupang Kecamatan Jabo, Sidoarjo. Kegiatan tersebut merupakan rangkaian dari Latihan Dasar Kepemimpinan Siswa (LDKS). Berbeda dengan LDKS pada umumnya, siswa-siswi SMPIT Insan Kamil melaksanakan program-program yang sudah dirancang sebelumnya di Dusun Kalialo. Selain itu, kepemimpinan dan kedisiplinan juga terlihat pada saat proses kegiatan. Menurut Kepala SMP IT Inka Fathur Rohman, tujuan kegiatan tersebut ingin membekali fisik dan mental para siswa sebelum menjadi Pengurus OSIS di SMPIT Insan Kamil. “LDKS tahun ini, kita rancang untuk mengabdi ke masyarakat, supaya mereka juga bisa merasakan ketika hidup di daerah tertentu yang berbeda dengan kesehariannya,” tuturnya. Selain itu, kegiatan LDKS ini juga menjadi bagian dari bentuk pelayanan masyarakat (Service as Action). “Mandat kurikulum IB (Internationa Baccalaureate) adalah program pendidikan internasional yang sudah diakui secara global, dan di dalamnya terdapat MYP (Midle Years Programme),” jelas Fathur Rohman. “Warga di sana baik, ramah, lucu, kalau disapa gantian nyapa dan senyum,” ungkap Nafisha Elfa Syarafina, salah satu peserta. Ia juga menjelaskan bahwa LDKS di Kalialo sangat melatih jiwa sosial, empati, dan simpati kami terhadap sesama. “Semua siswa dilatih untuk bertegur sapa, saling membantu, tangguh, dan disiplin,” katanya. Rangkaian LDKS di Kalialo dimulai Longmarch, dari pintu luar sampai ke lokasi, PBB, melaksanakan program-program yang sudah dirancang, meliputi mengajar di SDN 4 Kupang, mengajar di TPQ, mengajar di TK, kerjabakti di masjid dan lingkungan sekitar. Juga sosialisasi penjernihan air, ikut memanen rumput laut, bakti sosial, dan life in di rumah-rumah warga sekitar. “Kami senang ada kegiatan LDKS di Kalialo, hal yang paling kami salut adalah ibadah semua siswa selalu berjamaah, mereka sopan santun terhadap warga, dan suka kebersihan lingkungan,” ungkap Slamet, Ketua RW Dusun Kalialo. “Saya berharap kegiatan ini akan berlangsung setiap tahunnya,” harapnya.(mad)",Pendidikan
SD Al Falah Darussalam Ajak Siswanya Tadarus Keliling,"SIDOARJO (RadarJatim.id) — Selain sebagai sarana bersilaturrahmi ke rumah teman-temanya, juga dalam rangka menjalankan Sabda Rosululloh ‘Terangilah Rumahmu dengan Sholat dan Membaca Al-qur’an’. Itulah sebabnya SD Al Falah Darussalam Tropodo Waru Sidoarjo kini mulai menjalankan program Tadarling (Tadarus Keliling). Pada (25/10/2023) seluruh siswa kelas satu sekitar 120 siswa yang didampingi para ustad dan ustadzah mulai Tadarling di kediaman Muhammad Salman Al Arsya, siswa kelas 1B. Diawali dengan murojaah surat An-naas sampai surat Al-Qori’ah. Semua siswa mengikuti muroja’ah dengan semangat dan tertib, yang dilanjutkan tausiyah oleh Ustadz Badrul Imam, S.Pd. Ust Imam menjelaskan kalau tujuan Tadarling ini adalah untuk bersilaturrahmi ke rumah nanda, supaya anak-anak bisa mengetahui rumah teman-temanya. Selain itu juga untuk menjelaskan kepada anak-anak bahwa inti dari kegiatan Tadarling adalah Tadarus atau membaca Al-qur’an. “Karena Rosulullah SAW bersabda ‘Terangilah rumahmu dengan sholat dan membaca Al-qur’an,” jelasnya. “Alhamdulillah kegiatan Tadarling berjalan dengan lancar. Semoga bisa menjalin silaturrahmi seluruh siswa, menambah semangat siswa untuk senang dan pandai dalam membaca Al-Qur’an,” jelas Ustadzah Indah,S.Pd selaku pendamping. Kegiatan Tadarling diakhiri dengan game seru yang dipandu oleh Ustadzah Indah selaku wali kelas 1D, dengan hadiah dan voucher bagi siswa yang bisa menjawab pertanyaan yang diberikan. Sebelum game dimulai, ustadzah Indah mengajak siswa untuk bernyanyi bersama.(mad)",Pendidikan
"Gelar ‘Peduli Palestina’, Begini Antusiasme Warga SDAMADA","SIDOARJO (RadarJatim.id) — Lagu Atouna El Toufoule menggema di SD Muhammadiyah 2 Sidoarjo (SDAMADA), Rabu (25/10/2023). Lagu ini berkumandangkan karena hari ini digelar aksi sosial Peduli Palestina. Kegiatan ini dilakukan dengan rangkaian acara, yaitu musikalisasi puisi, menyanyi bersama Atouna El Toufoule, orasi kemanusiaan, shalat ghaib untuk syuhada’, donasi, dan doa khusus untuk Palestina. Warga Sekolah nampak antusias mengikuti kegiatan ini. Siswa kelas 1-3 di halaman bawah, sedangkan siswa kelas 4-6 berkumpul mengelilingi pagar lantai dua. Semua guru dan karyawan mendampingi siswa. Dengan hidmat, mereka mengikuti kegiatan dari awal sampai akhir. “Hidup Palestin! Hidup Gaza!,” teriak Ustadz Syaifuddin berulang-ulang di tengah-tengah kerumunan siswa yang dijawab dengan kalimat yang sama oleh mereka. Semangat dan antusias sekali mereka mengikuti kegiatan ini.“Tidak harus menjadi Muslim berempati kepada bangsa Palestina, cukup menjadi manusia saja, kita akan simpati dan empati kepada mereka,” Kata Ustadz Syaifuddin, SPdI, di tengah-tengah orasinya. “Karena itu, meskipun kita belum bisa pergi membantu ke sana, tetapi pagi ini kita berkumpul, mendoakan mereka, dan shalat ghaib, kemudian menggalang dana. Inilah sementara yang bisa dilakukan sebagai bentuk realisasi ukhuwwah Islamiyah kita yang harus saling tolong-menolong,” tandasnya. Sebelum pengumpulan donasi, acara ditutup dengan doa oleh Ustadz Taufiqurrahman, SPdI. Kemudian dilaksanakan shalat Dhuhur berjamaah dan diakhiri dengan shalat ghaib untuk para syuhada’ Palestina. Dari aksi sosial Peduli Palestina ini, terkumpul donasi sebesar Rp 29 juta. “Kegiatan seperti ini sangat penting dilakukan,” ujar Ustadz Ya’qub Chamidi, MPd, Kepala Urusan ISMUBA. Sebab, lanjutnya, di samping penggalangan dana, juga dilakukan pembelajaran, yaitu mendidik siswa merespon permasalahan aktual dan global. “Mudah-mudahan kegiatan ini mengena, bisa terbentuk karakter peduli, simpati, dan empati,” pungkasnya. (red) Kontributor: Ya’qub Chamidi",Pendidikan
Ingin Mengenal Cagar Budaya Siswa SMPN 3 Sidoarjo Kunjungi Museum Mpu Tantular,"SIDOARJO (RadarJatim.id) — Sekitar 17 siswa SMP Negeri 3 Sidoarjo yang terdiri Anggota OSIS dan Tim Jurnalis, telah melakukan kunjungan ke Museum Negeri Mpu Tantular Jatim, yang terletak di Jl. Jenggolo Sidoarjo. Dalam Even East Java Herritage Expo 2023. Kegiatan yang mengangkat tema ‘Endracapa Pusaka Citraloka’ atau ‘Warna-Warni Pusaka Peninggalan Sejarah’, digelar mulai tanggal 23-25 Oktober 2023. Terdapat 21 museum dari dalam dan luar Provinsi Jawa Timur yang menjadi peserta kegiatan East Java Heritage Expo 2023. Beberapa diantaranya Museum Rajekwesi Kabupaten Bojonegoro, Museum Kota Surakarta, Museum Nahdlatul Ulama, Prodi Sejarah Peradaban Islam UINSA, Museum Sunan Giri Kabupaten Gresik, dan Komunitas Garbha Budaya serta masih banyak lagi. Anugerah Ramadhan Sultoni, salah satu anggota OSIS Spentigda dari kelas 9A. “Saya ingin menggali lebih dalam dan mengenal peninggalan sejarah juga cagar budaya yang ada nusantara, khususnya di Jawa Timur,” ungkapnya. Sementara itu Febrian dari sekolah yang lain mengaku senang melihat pameran kebudayaan yang digelar di Museum Mpu Tantular. Kegiatan ini bisa dilaksanakan sebulan atau dua bulan sekali, karena memuat beragam kebudayaan. “Jujur memang sudah selayaknya kita sebagai pelajar harus mengenal dan memahami lebih dekat kebudayaan kita sendiri,” ujar Ketua OSIS SMAN 1 Sidoarjo tersebut. Even yang dilaksanakan Dinas Kebudayaan dan Pariwisata (Disbudpar) Provinsi Jawa Timur, itu terlihat padat dan meriah. “Para pelajar yang mendominasi kunjungan saat itu tampak antusias,” ungkap Farell.(mad) Penulis Bilqis Ivana, anggota Jurnalis Spentigda dari kelas 9E.",Pendidikan
Ihtiar Berharap Hujan Ribuan Siswa SMPN 4 Sidoarjo Lakukan Shalat Istisqa,"SIDOARJO (RadarJatim.id) — Ihtiar berharap hujan segera turun sudah banyak dilakukan oleh masyarakat dari berbagai kalangan, termasuk ribuan siswa dan keluarga besar SMP Negeri 4 Sidoarjo juga telah melakukan shalat Istisqa secara bersama-sama, pada Rabu (25/10/2023) di halaman sekolah, Jl. Suko, Kec. Sidoarjo, Kabupaten Sidoarjo. Mulai pagi, sebelum masuk ruang kelas masing-masing seluruh siswa sudah siap, antusiasi mengikuti prosesi shalat Istisqa yang pernah dijalaninya. Mulai dari kepala sekolah, guru dan karyawan, semuanya melaksanakan dengan tuma’ninah yang dipimpin atau sebagai Imam oleh Ustad Mustafa, S.Pd.I. Kepala SMP Negeri 4 Sidoarjo Lilik Sulistyowati, S.Pd M.Pd berharap kegiatan keagamaan seperti ini lebih menguatkan karakter Iman dan Taqwa para siswa kami, atau lebih mendekatkan diri kepada Allah SWT. “Yakni dengan menjalankan PerintahNya dan menjauhi laranganNya. Dan itu harus dilakukan se sering mungkin agar selalu membekas di hati anak-anak,” harap Lilis_sapaan akrabnya. Ia katakan, bahwa seluruh keluarga besar SMP Negeri 4 Sidoarjo ini juga dalam rangka memohon ampunan, kemudian mohon minta hujan di musim kemarau yang panjang ini. Dengan harapan, jika sudah diberikan hujan akan berdampak terhadap kesehatan, kesuburan tanaman-tanaman kita. “Juga bisa mengurangi polusi udara yang sangat buruk bila kemaraunya berkepanjangan,” tuturnya. Perlu diketahui bahwa kondisi cuaca panas yang sangat ekstrem mencapai sekitar 36 derajat lebih. Begitu juga musim penghujan di wilayah Sidoarjo diprediksi BMKG (Badan Meteorologi Klimatologi dan Geofisika) Juanda Sidoarjo sekitar Januari 2024 mendatang.(mad)",Pendidikan
SMP IT Inka Gandeng Puslatpasrat Bentuk Karakter Ketangguhan dan Kedisiplinan Siswa,"SIDOARJO (RadarJatim.id) — SMP Islam Terpadu Insan Kamil, Sekardangan Sidoarjo terus berupaya membentuk karakter ketangguhan dan kedisiplinan, agar berguna dan bermanfaat bagi masa depan siswanya. Menjalin kerja sama, gandeng Pusat Latihan Pasukan Pendarat (Puslatpasrat) Gunung Sari Surabaya. Kegiatan tersebut sudah terencana dalam program Student Leadership Development (Slide). Merupakan salah satu program unggulan di SMPIT Insan Kamil Sidoarjo di jenjang 7, untuk membentuk karakter para siswa agar tangguh, disiplin, mandiri, cepat melaksanakan instruksi, kelak mampu menjadi pemimpin-pemimpin yang sukses di eranya. Pelaksanaannya selama tiga hari, tepatnya tanggal 23-25 Oktober 2023, diikuti seluruh siswa kelas 7 yang berjumlah 128 siswa, di Puslatpasrat, Gunung Sari, Surabaya. Mereka dilatih dan dibimbing secara langsung oleh Tim Marinir. “Salah satunya adalah kegiatan PBB, kegiatan ini diharapkan para siswa tanggap instruksi dalam menerima perintah dan disiplin tinggi dalam setiap keadaan. Di bawah panasnya terik matahari, siswa melaksanakan kegiatan PBB hampir 2-3 jam,” tegas Mayor Suhari selaku penanggungjawab pelatihan. “Selain pengetahuan dan skill yang dibutuhkan siswa saat ini, adalah membentuk karakter agar berguna dikemudian hari, maka kegiatan ini sangat diperlukan, dan diterapkan sejak dini,” harapnya. Kepala SMPIT Insan Kamil, Fathur Rohman berharap, program ini dan pengawalan guru yang maksimal setelah kegiatan, akan membentuk jiwa yang disiplin, tangguh, dan mandiri setiap siswa. Menurutnya, kegiatan Slide membutuhkan fisik yang kuat dan alhamdulillah siswa mampu melaksanakan dengan baik. “Semua berkat persiapan siswa yang dilakukan sebelum kegiatan. Para siswa sudah menyiapkan fisik sebelumnya, misalnya dengan lari, push up dan sit up setiap hari. Selain itu mereka juga latihan PBB dasar. Saya juga berharap bisa bermanfaat untuk anak-anak dimasa mendatang,” harap Fathur Rohman. Sementara itu, selain PBB rangkaian pelatihan diantarannya yaitu memanah, meniti tali, wawasan kebangsaan, kepemimpinan, dan mendayung, serta game, yang semuanya untuk membangun karakter, mental dan kedisiplinan siswa. “Cuacanya sangat panas, tetapi kami semangat, karena dengan latihan ini membuat kami bisa disiplin,” ungkap Fathan salah satu siswa yang menjadi peserta. Instruksi keras dilakukan untuk menunjukkan kesiapan siswa, baik kesiapan fisik, mental, penyamaan persepsi, dan kesanggupan untuk melaksanakan perintah yang diberikan. “Siap bisa, siap paham, siap mampu, laksanakan,” instruksi yang tegas dan serempak terdengar dari peserta Slide SMPIT Insan Kamil Sidoarjo. Tidak hanya sebatas itu, peserta juga mendapatkan pengetahuan tentang aturan baris-berbaris, di antaranya sikap sempurna, hadap kanan, hadap kiri, balik kanan, sikap hormat, langkah tegap. Kegiatan lain yang tak kalah seru serta menguji mental dan nyali siswa adalah rappelling. Kegiatan ini, siswa diharuskan turun dari ketinggian 35-40 meter, menggunakan tali. “Sudah pak, takut pak,” teriakan beberapa siswa ketika akan melaksanakan rappelling. Tetapi, mereka harus tetap mencoba berani menghadapi tantangan.(mad)",Pendidikan
